"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"11",9.92940840660594e-10,3.34694050252438e-10,7.95353116700426e-10,2.1636878955178e-09,4.27692327775731e-06,43.4473315390521,3.6847040973953e-09,21.1245112014872,9.32562190146336,2.69949396169977e-10,6.96471339965314,8.95463151385326,2.98487717128185,267.784550913155,1465.8636588525,3.59391826161317,55.2520752569521,52.5843996124265,4.61254048282336,17.0127289809491,1122.18576384208,1303.30652829944,1647.4008880583,200.000000010768,354.6592152553,300.000000000131,746.272947997525,400.000000227768
"52",9.84982762020081e-10,3.63797880709171e-10,1.01590558188036e-09,1.39516487251967e-09,1.13627187374732e-05,43.447331537059,2.44576767727267e-08,21.0636349475411,12.9734187518721,8.68965344125172e-09,3.97983622837319,2.98487717128035,2.9848771712962,1920.38683776661,2078.64757064513,2.97630568747792,52.2996139745398,53.7211277245805,5.50958821977201,17.1054629691341,200.000000000443,2507.71186446948,1143.95296355404,238.382552283461,436.365669803691,311.462734063886,895.889352190268,400.000000045175
"53",9.48602973949164e-10,6.31507646176033e-09,1.18097887025215e-09,2.84103407466318e-09,1.1147923032695e-05,43.447331537149,3.13093551085331e-09,21.1073771066175,8.55597093982112,2.3499069357058e-10,4.97479528546728,3.97983623096457,2.98487717295018,2451.78032737918,1389.07019771433,3.11539816704575,52.7648894541972,52.9688827860047,4.37990028146243,16.1590868617832,1122.18576384208,1030.02549445084,1123.70995085551,261.284517697483,294.034178115159,300.000000000342,745.52174690585,400.000000086838
"54",5.15001374878921e-10,3.19687387673184e-10,1.22372512123547e-09,1.84491000254638e-09,2.99695932426403e-06,43.4473315379759,3.53338691638783e-09,21.0942349859129,10.436023994592,3.65616870112717e-10,10.9445496280262,2.98487717128143,2.98487717274355,864.961836446499,1313.62883365496,3.63653271239022,53.4793411894163,54.2536393862904,4.70917496344134,16.882585499907,836.442487821845,612.397772394487,1809.14875257192,239.76657978433,291.141439647124,326.660564728609,1062.26116942235,400.000000024923
"55",2.31443664233666e-09,2.73530531558208e-10,1.0918483894784e-09,2.49906406679656e-09,6.98589337844169e-06,43.4473315368963,2.52327936323127e-09,21.1588204277898,4.17682927781971,7.86798182161874e-09,5.96975434256007,0.994959057093411,1.98991811418662,859.793436360545,1069.87492864192,2.51195972196376,53.6325704774361,53.2185631742489,5.15916856374895,17.0742447086033,200.000000003502,4726.29434601474,1839.3941157126,200.000000031388,347.075968633686,300.00000000001,300.000000000212,400.000000069419
"56",1.0986695997417e-09,1.41881173476577e-10,2.79442247119732e-09,2.29420038522221e-09,6.12437372637942e-06,43.4473315385832,3.3292053558398e-09,21.170856959868,4.57339827578426,1.10730979940854e-10,3.97983622837393,5.9697543438524,4.97479528753868,767.250523454313,1397.85816143,3.70354159371109,55.5708287943638,52.8189176950702,5.13393409439493,18.2672338947355,1122.18576384208,1381.42156681908,1994.93080402517,200.000000016926,469.327298691364,300.000000000342,300.000000002355,400.000000016366
"57",1.17847775982227e-09,3.01724867313169e-10,1.36401467898395e-09,9.55424184212461e-10,9.77085460363014e-06,43.4473315376648,2.82523160421988e-09,21.1543208819492,6.75237558945446,1.62572177941911e-10,7.95967245674632,4.97479528707959,3.97983622837336,529.463168187289,1774.14213401303,3.15268737699833,53.8752607071423,53.0046630820354,4.7046560749036,15.8962301301318,1122.18576384208,1409.04465595269,1759.64115114357,200.000002940206,329.212269707319,300.000000000048,570.547263930259,400.000000122436
"58",2.54635779128876e-09,3.87672116630711e-10,1.08525455289055e-09,2.25850271817762e-09,1.19485767982042e-05,43.4473315364661,5.6885482990765e-09,21.1284131240022,11.8615333620257,1.85934823093703e-10,6.96471339965308,5.96975434255984,4.9747952869981,308.779279337981,1393.07996278685,1.28714721252558,53.9582309071751,52.1242325267375,5.54216515700392,17.8910069776599,836.442487821663,704.236860161934,1516.6017925031,264.718935910301,429.277043584406,325.102319896255,625.976720778627,400.000000047293
"59",8.82664608070627e-10,3.80396159016527e-10,1.03409547591582e-09,4.30441104981583e-09,9.29870725485671e-06,43.4473315369323,4.09534095524577e-09,21.1672401270741,12.5333476841931,1.27101884572767e-10,3.97983622837319,1.98991811418671,1.98991811418659,742.613178478397,2787.99357602579,3.57641647694876,53.8345873997243,53.1619000291888,4.17276152131245,17.4692402533784,1122.18576384208,2118.92606482113,2136.70261381996,259.815821407505,359.408365839051,338.700482890704,711.381084581517,400.000000075131
"60",1.03045749710873e-09,1.09776010503992e-09,1.14528120320756e-09,1.4615579857491e-09,1.12674009642433e-05,43.4473315384623,6.04677552473731e-09,21.0807798008527,6.85649997506368,1.81159975909395e-10,5.96975434396296,4.97479528560541,1.98991811420581,334.558514874629,2287.41645320742,3.60206242150019,53.7819590251851,53.1460835651066,4.92357305076405,16.7971139833987,200.000000000405,2174.97895207875,1188.15533870361,200.000000015312,275.8157193668,300.000000000037,581.714373844328,400.00000002153
"61",1.00476427178364e-09,3.09000824927352e-10,5.86760506848805e-09,1.85423232323956e-09,6.84614315105136e-06,43.4473315385691,3.52792994817719e-09,21.1291180430622,9.96614400763087,1.89686488738516e-10,5.96975434255978,3.97983622845157,2.984877171416,422.404420493753,2156.52210121526,3.51835358774804,54.7108416825819,53.0547317480576,4.08542004623996,16.5592823878139,200.000000000327,1444.46314600399,3050.99513140186,200.000000096053,341.241673996461,327.66815084672,300.000000000178,400.000000023935
"154",9.84982762020081e-10,3.63797880709171e-10,1.01590558188036e-09,1.39516487251967e-09,1.13627187374732e-05,43.447331537059,2.44576767727267e-08,21.0636349475411,12.9734187518721,8.68965344125172e-09,3.97983622837319,2.98487717128035,2.9848771712962,1920.38683776661,2078.64757064513,2.97630568747792,52.2996139745398,53.7211277245805,5.50958821977201,17.1054629691341,200.000000000443,2507.71186446948,1143.95296355404,238.382552283461,436.365669803691,311.462734063886,895.889352190268,400.000000045175
"155",9.48602973949164e-10,6.31507646176033e-09,1.18097887025215e-09,2.84103407466318e-09,1.1147923032695e-05,43.447331537149,3.13093551085331e-09,21.1073771066175,8.55597093982112,2.3499069357058e-10,4.97479528546728,3.97983623096457,2.98487717295018,2451.78032737918,1389.07019771433,3.11539816704575,52.7648894541972,52.9688827860047,4.37990028146243,16.1590868617832,1122.18576384208,1030.02549445084,1123.70995085551,261.284517697483,294.034178115159,300.000000000342,745.52174690585,400.000000086838
"156",5.15001374878921e-10,3.19687387673184e-10,1.22372512123547e-09,1.84491000254638e-09,2.99695932426403e-06,43.4473315379759,3.53338691638783e-09,21.0942349859129,10.436023994592,3.65616870112717e-10,10.9445496280262,2.98487717128143,2.98487717274355,864.961836446499,1313.62883365496,3.63653271239022,53.4793411894163,54.2536393862904,4.70917496344134,16.882585499907,836.442487821845,612.397772394487,1809.14875257192,239.76657978433,291.141439647124,326.660564728609,1062.26116942235,400.000000024923
"157",2.31443664233666e-09,2.73530531558208e-10,1.0918483894784e-09,2.49906406679656e-09,6.98589337844169e-06,43.4473315368963,2.52327936323127e-09,21.1588204277898,4.17682927781971,7.86798182161874e-09,5.96975434256007,0.994959057093411,1.98991811418662,859.793436360545,1069.87492864192,2.51195972196376,53.6325704774361,53.2185631742489,5.15916856374895,17.0742447086033,200.000000003502,4726.29434601474,1839.3941157126,200.000000031388,347.075968633686,300.00000000001,300.000000000212,400.000000069419
"158",1.0986695997417e-09,1.41881173476577e-10,2.79442247119732e-09,2.29420038522221e-09,6.12437372637942e-06,43.4473315385832,3.3292053558398e-09,21.170856959868,4.57339827578426,1.10730979940854e-10,3.97983622837393,5.9697543438524,4.97479528753868,767.250523454313,1397.85816143,3.70354159371109,55.5708287943638,52.8189176950702,5.13393409439493,18.2672338947355,1122.18576384208,1381.42156681908,1994.93080402517,200.000000016926,469.327298691364,300.000000000342,300.000000002355,400.000000016366
"159",1.17847775982227e-09,3.01724867313169e-10,1.36401467898395e-09,9.55424184212461e-10,9.77085460363014e-06,43.4473315376648,2.82523160421988e-09,21.1543208819492,6.75237558945446,1.62572177941911e-10,7.95967245674632,4.97479528707959,3.97983622837336,529.463168187289,1774.14213401303,3.15268737699833,53.8752607071423,53.0046630820354,4.7046560749036,15.8962301301318,1122.18576384208,1409.04465595269,1759.64115114357,200.000002940206,329.212269707319,300.000000000048,570.547263930259,400.000000122436
"160",2.54635779128876e-09,3.87672116630711e-10,1.08525455289055e-09,2.25850271817762e-09,1.19485767982042e-05,43.4473315364661,5.6885482990765e-09,21.1284131240022,11.8615333620257,1.85934823093703e-10,6.96471339965308,5.96975434255984,4.9747952869981,308.779279337981,1393.07996278685,1.28714721252558,53.9582309071751,52.1242325267375,5.54216515700392,17.8910069776599,836.442487821663,704.236860161934,1516.6017925031,264.718935910301,429.277043584406,325.102319896255,625.976720778627,400.000000047293
"161",8.82664608070627e-10,3.80396159016527e-10,1.03409547591582e-09,4.30441104981583e-09,9.29870725485671e-06,43.4473315369323,4.09534095524577e-09,21.1672401270741,12.5333476841931,1.27101884572767e-10,3.97983622837319,1.98991811418671,1.98991811418659,742.613178478397,2787.99357602579,3.57641647694876,53.8345873997243,53.1619000291888,4.17276152131245,17.4692402533784,1122.18576384208,2118.92606482113,2136.70261381996,259.815821407505,359.408365839051,338.700482890704,711.381084581517,400.000000075131
"162",1.03045749710873e-09,1.09776010503992e-09,1.14528120320756e-09,1.4615579857491e-09,1.12674009642433e-05,43.4473315384623,6.04677552473731e-09,21.0807798008527,6.85649997506368,1.81159975909395e-10,5.96975434396296,4.97479528560541,1.98991811420581,334.558514874629,2287.41645320742,3.60206242150019,53.7819590251851,53.1460835651066,4.92357305076405,16.7971139833987,200.000000000405,2174.97895207875,1188.15533870361,200.000000015312,275.8157193668,300.000000000037,581.714373844328,400.00000002153
"163",1.00476427178364e-09,3.09000824927352e-10,5.86760506848805e-09,1.85423232323956e-09,6.84614315105136e-06,43.4473315385691,3.52792994817719e-09,21.1291180430622,9.96614400763087,1.89686488738516e-10,5.96975434255978,3.97983622845157,2.984877171416,422.404420493753,2156.52210121526,3.51835358774804,54.7108416825819,53.0547317480576,4.08542004623996,16.5592823878139,200.000000000327,1444.46314600399,3050.99513140186,200.000000096053,341.241673996461,327.66815084672,300.000000000178,400.000000023935
"205",9.84982762020081e-10,3.63797880709171e-10,1.01590558188036e-09,1.39516487251967e-09,1.13627187374732e-05,43.447331537059,2.44576767727267e-08,21.0636349475411,12.9734187518721,8.68965344125172e-09,3.97983622837319,2.98487717128035,2.9848771712962,1920.38683776661,2078.64757064513,2.97630568747792,52.2996139745398,53.7211277245805,5.50958821977201,17.1054629691341,200.000000000443,2507.71186446948,1143.95296355404,238.382552283461,436.365669803691,311.462734063886,895.889352190268,400.000000045175
"206",9.48602973949164e-10,6.31507646176033e-09,1.18097887025215e-09,2.84103407466318e-09,1.1147923032695e-05,43.447331537149,3.13093551085331e-09,21.1073771066175,8.55597093982112,2.3499069357058e-10,4.97479528546728,3.97983623096457,2.98487717295018,2451.78032737918,1389.07019771433,3.11539816704575,52.7648894541972,52.9688827860047,4.37990028146243,16.1590868617832,1122.18576384208,1030.02549445084,1123.70995085551,261.284517697483,294.034178115159,300.000000000342,745.52174690585,400.000000086838
"207",5.15001374878921e-10,3.19687387673184e-10,1.22372512123547e-09,1.84491000254638e-09,2.99695932426403e-06,43.4473315379759,3.53338691638783e-09,21.0942349859129,10.436023994592,3.65616870112717e-10,10.9445496280262,2.98487717128143,2.98487717274355,864.961836446499,1313.62883365496,3.63653271239022,53.4793411894163,54.2536393862904,4.70917496344134,16.882585499907,836.442487821845,612.397772394487,1809.14875257192,239.76657978433,291.141439647124,326.660564728609,1062.26116942235,400.000000024923
"208",2.31443664233666e-09,2.73530531558208e-10,1.0918483894784e-09,2.49906406679656e-09,6.98589337844169e-06,43.4473315368963,2.52327936323127e-09,21.1588204277898,4.17682927781971,7.86798182161874e-09,5.96975434256007,0.994959057093411,1.98991811418662,859.793436360545,1069.87492864192,2.51195972196376,53.6325704774361,53.2185631742489,5.15916856374895,17.0742447086033,200.000000003502,4726.29434601474,1839.3941157126,200.000000031388,347.075968633686,300.00000000001,300.000000000212,400.000000069419
"209",1.0986695997417e-09,1.41881173476577e-10,2.79442247119732e-09,2.29420038522221e-09,6.12437372637942e-06,43.4473315385832,3.3292053558398e-09,21.170856959868,4.57339827578426,1.10730979940854e-10,3.97983622837393,5.9697543438524,4.97479528753868,767.250523454313,1397.85816143,3.70354159371109,55.5708287943638,52.8189176950702,5.13393409439493,18.2672338947355,1122.18576384208,1381.42156681908,1994.93080402517,200.000000016926,469.327298691364,300.000000000342,300.000000002355,400.000000016366
"210",1.17847775982227e-09,3.01724867313169e-10,1.36401467898395e-09,9.55424184212461e-10,9.77085460363014e-06,43.4473315376648,2.82523160421988e-09,21.1543208819492,6.75237558945446,1.62572177941911e-10,7.95967245674632,4.97479528707959,3.97983622837336,529.463168187289,1774.14213401303,3.15268737699833,53.8752607071423,53.0046630820354,4.7046560749036,15.8962301301318,1122.18576384208,1409.04465595269,1759.64115114357,200.000002940206,329.212269707319,300.000000000048,570.547263930259,400.000000122436
"211",2.54635779128876e-09,3.87672116630711e-10,1.08525455289055e-09,2.25850271817762e-09,1.19485767982042e-05,43.4473315364661,5.6885482990765e-09,21.1284131240022,11.8615333620257,1.85934823093703e-10,6.96471339965308,5.96975434255984,4.9747952869981,308.779279337981,1393.07996278685,1.28714721252558,53.9582309071751,52.1242325267375,5.54216515700392,17.8910069776599,836.442487821663,704.236860161934,1516.6017925031,264.718935910301,429.277043584406,325.102319896255,625.976720778627,400.000000047293
"212",8.82664608070627e-10,3.80396159016527e-10,1.03409547591582e-09,4.30441104981583e-09,9.29870725485671e-06,43.4473315369323,4.09534095524577e-09,21.1672401270741,12.5333476841931,1.27101884572767e-10,3.97983622837319,1.98991811418671,1.98991811418659,742.613178478397,2787.99357602579,3.57641647694876,53.8345873997243,53.1619000291888,4.17276152131245,17.4692402533784,1122.18576384208,2118.92606482113,2136.70261381996,259.815821407505,359.408365839051,338.700482890704,711.381084581517,400.000000075131
"213",1.03045749710873e-09,1.09776010503992e-09,1.14528120320756e-09,1.4615579857491e-09,1.12674009642433e-05,43.4473315384623,6.04677552473731e-09,21.0807798008527,6.85649997506368,1.81159975909395e-10,5.96975434396296,4.97479528560541,1.98991811420581,334.558514874629,2287.41645320742,3.60206242150019,53.7819590251851,53.1460835651066,4.92357305076405,16.7971139833987,200.000000000405,2174.97895207875,1188.15533870361,200.000000015312,275.8157193668,300.000000000037,581.714373844328,400.00000002153
"214",1.00476427178364e-09,3.09000824927352e-10,5.86760506848805e-09,1.85423232323956e-09,6.84614315105136e-06,43.4473315385691,3.52792994817719e-09,21.1291180430622,9.96614400763087,1.89686488738516e-10,5.96975434255978,3.97983622845157,2.984877171416,422.404420493753,2156.52210121526,3.51835358774804,54.7108416825819,53.0547317480576,4.08542004623996,16.5592823878139,200.000000000327,1444.46314600399,3050.99513140186,200.000000096053,341.241673996461,327.66815084672,300.000000000178,400.000000023935
"256",9.84982762020081e-10,3.63797880709171e-10,1.01590558188036e-09,1.39516487251967e-09,1.13627187374732e-05,43.447331537059,2.44576767727267e-08,21.0636349475411,12.9734187518721,8.68965344125172e-09,3.97983622837319,2.98487717128035,2.9848771712962,1920.38683776661,2078.64757064513,2.97630568747792,52.2996139745398,53.7211277245805,5.50958821977201,17.1054629691341,200.000000000443,2507.71186446948,1143.95296355404,238.382552283461,436.365669803691,311.462734063886,895.889352190268,400.000000045175
"257",9.48602973949164e-10,6.31507646176033e-09,1.18097887025215e-09,2.84103407466318e-09,1.1147923032695e-05,43.447331537149,3.13093551085331e-09,21.1073771066175,8.55597093982112,2.3499069357058e-10,4.97479528546728,3.97983623096457,2.98487717295018,2451.78032737918,1389.07019771433,3.11539816704575,52.7648894541972,52.9688827860047,4.37990028146243,16.1590868617832,1122.18576384208,1030.02549445084,1123.70995085551,261.284517697483,294.034178115159,300.000000000342,745.52174690585,400.000000086838
"258",5.15001374878921e-10,3.19687387673184e-10,1.22372512123547e-09,1.84491000254638e-09,2.99695932426403e-06,43.4473315379759,3.53338691638783e-09,21.0942349859129,10.436023994592,3.65616870112717e-10,10.9445496280262,2.98487717128143,2.98487717274355,864.961836446499,1313.62883365496,3.63653271239022,53.4793411894163,54.2536393862904,4.70917496344134,16.882585499907,836.442487821845,612.397772394487,1809.14875257192,239.76657978433,291.141439647124,326.660564728609,1062.26116942235,400.000000024923
"259",2.31443664233666e-09,2.73530531558208e-10,1.0918483894784e-09,2.49906406679656e-09,6.98589337844169e-06,43.4473315368963,2.52327936323127e-09,21.1588204277898,4.17682927781971,7.86798182161874e-09,5.96975434256007,0.994959057093411,1.98991811418662,859.793436360545,1069.87492864192,2.51195972196376,53.6325704774361,53.2185631742489,5.15916856374895,17.0742447086033,200.000000003502,4726.29434601474,1839.3941157126,200.000000031388,347.075968633686,300.00000000001,300.000000000212,400.000000069419
"260",1.0986695997417e-09,1.41881173476577e-10,2.79442247119732e-09,2.29420038522221e-09,6.12437372637942e-06,43.4473315385832,3.3292053558398e-09,21.170856959868,4.57339827578426,1.10730979940854e-10,3.97983622837393,5.9697543438524,4.97479528753868,767.250523454313,1397.85816143,3.70354159371109,55.5708287943638,52.8189176950702,5.13393409439493,18.2672338947355,1122.18576384208,1381.42156681908,1994.93080402517,200.000000016926,469.327298691364,300.000000000342,300.000000002355,400.000000016366
"261",1.17847775982227e-09,3.01724867313169e-10,1.36401467898395e-09,9.55424184212461e-10,9.77085460363014e-06,43.4473315376648,2.82523160421988e-09,21.1543208819492,6.75237558945446,1.62572177941911e-10,7.95967245674632,4.97479528707959,3.97983622837336,529.463168187289,1774.14213401303,3.15268737699833,53.8752607071423,53.0046630820354,4.7046560749036,15.8962301301318,1122.18576384208,1409.04465595269,1759.64115114357,200.000002940206,329.212269707319,300.000000000048,570.547263930259,400.000000122436
"262",2.54635779128876e-09,3.87672116630711e-10,1.08525455289055e-09,2.25850271817762e-09,1.19485767982042e-05,43.4473315364661,5.6885482990765e-09,21.1284131240022,11.8615333620257,1.85934823093703e-10,6.96471339965308,5.96975434255984,4.9747952869981,308.779279337981,1393.07996278685,1.28714721252558,53.9582309071751,52.1242325267375,5.54216515700392,17.8910069776599,836.442487821663,704.236860161934,1516.6017925031,264.718935910301,429.277043584406,325.102319896255,625.976720778627,400.000000047293
"263",8.82664608070627e-10,3.80396159016527e-10,1.03409547591582e-09,4.30441104981583e-09,9.29870725485671e-06,43.4473315369323,4.09534095524577e-09,21.1672401270741,12.5333476841931,1.27101884572767e-10,3.97983622837319,1.98991811418671,1.98991811418659,742.613178478397,2787.99357602579,3.57641647694876,53.8345873997243,53.1619000291888,4.17276152131245,17.4692402533784,1122.18576384208,2118.92606482113,2136.70261381996,259.815821407505,359.408365839051,338.700482890704,711.381084581517,400.000000075131
"264",1.03045749710873e-09,1.09776010503992e-09,1.14528120320756e-09,1.4615579857491e-09,1.12674009642433e-05,43.4473315384623,6.04677552473731e-09,21.0807798008527,6.85649997506368,1.81159975909395e-10,5.96975434396296,4.97479528560541,1.98991811420581,334.558514874629,2287.41645320742,3.60206242150019,53.7819590251851,53.1460835651066,4.92357305076405,16.7971139833987,200.000000000405,2174.97895207875,1188.15533870361,200.000000015312,275.8157193668,300.000000000037,581.714373844328,400.00000002153
"265",1.00476427178364e-09,3.09000824927352e-10,5.86760506848805e-09,1.85423232323956e-09,6.84614315105136e-06,43.4473315385691,3.52792994817719e-09,21.1291180430622,9.96614400763087,1.89686488738516e-10,5.96975434255978,3.97983622845157,2.984877171416,422.404420493753,2156.52210121526,3.51835358774804,54.7108416825819,53.0547317480576,4.08542004623996,16.5592823878139,200.000000000327,1444.46314600399,3050.99513140186,200.000000096053,341.241673996461,327.66815084672,300.000000000178,400.000000023935
"307",9.84982762020081e-10,3.63797880709171e-10,1.01590558188036e-09,1.39516487251967e-09,1.13627187374732e-05,43.447331537059,2.44576767727267e-08,21.0636349475411,12.9734187518721,8.68965344125172e-09,3.97983622837319,2.98487717128035,2.9848771712962,1920.38683776661,2078.64757064513,2.97630568747792,52.2996139745398,53.7211277245805,5.50958821977201,17.1054629691341,200.000000000443,2507.71186446948,1143.95296355404,238.382552283461,436.365669803691,311.462734063886,895.889352190268,400.000000045175
"308",9.48602973949164e-10,6.31507646176033e-09,1.18097887025215e-09,2.84103407466318e-09,1.1147923032695e-05,43.447331537149,3.13093551085331e-09,21.1073771066175,8.55597093982112,2.3499069357058e-10,4.97479528546728,3.97983623096457,2.98487717295018,2451.78032737918,1389.07019771433,3.11539816704575,52.7648894541972,52.9688827860047,4.37990028146243,16.1590868617832,1122.18576384208,1030.02549445084,1123.70995085551,261.284517697483,294.034178115159,300.000000000342,745.52174690585,400.000000086838
"309",5.15001374878921e-10,3.19687387673184e-10,1.22372512123547e-09,1.84491000254638e-09,2.99695932426403e-06,43.4473315379759,3.53338691638783e-09,21.0942349859129,10.436023994592,3.65616870112717e-10,10.9445496280262,2.98487717128143,2.98487717274355,864.961836446499,1313.62883365496,3.63653271239022,53.4793411894163,54.2536393862904,4.70917496344134,16.882585499907,836.442487821845,612.397772394487,1809.14875257192,239.76657978433,291.141439647124,326.660564728609,1062.26116942235,400.000000024923
"310",2.31443664233666e-09,2.73530531558208e-10,1.0918483894784e-09,2.49906406679656e-09,6.98589337844169e-06,43.4473315368963,2.52327936323127e-09,21.1588204277898,4.17682927781971,7.86798182161874e-09,5.96975434256007,0.994959057093411,1.98991811418662,859.793436360545,1069.87492864192,2.51195972196376,53.6325704774361,53.2185631742489,5.15916856374895,17.0742447086033,200.000000003502,4726.29434601474,1839.3941157126,200.000000031388,347.075968633686,300.00000000001,300.000000000212,400.000000069419
"311",1.0986695997417e-09,1.41881173476577e-10,2.79442247119732e-09,2.29420038522221e-09,6.12437372637942e-06,43.4473315385832,3.3292053558398e-09,21.170856959868,4.57339827578426,1.10730979940854e-10,3.97983622837393,5.9697543438524,4.97479528753868,767.250523454313,1397.85816143,3.70354159371109,55.5708287943638,52.8189176950702,5.13393409439493,18.2672338947355,1122.18576384208,1381.42156681908,1994.93080402517,200.000000016926,469.327298691364,300.000000000342,300.000000002355,400.000000016366
"312",1.17847775982227e-09,3.01724867313169e-10,1.36401467898395e-09,9.55424184212461e-10,9.77085460363014e-06,43.4473315376648,2.82523160421988e-09,21.1543208819492,6.75237558945446,1.62572177941911e-10,7.95967245674632,4.97479528707959,3.97983622837336,529.463168187289,1774.14213401303,3.15268737699833,53.8752607071423,53.0046630820354,4.7046560749036,15.8962301301318,1122.18576384208,1409.04465595269,1759.64115114357,200.000002940206,329.212269707319,300.000000000048,570.547263930259,400.000000122436
